1,5,1015.9,374.0,171.5,294.3,-1,-1,-1,-1
1,4,1104.3,372.6,129.6,268.0,-1,-1,-1,-1
1,3,983.5,272.7,137.7,359.1,-1,-1,-1,-1
1,2,843.7,277.6,143.1,369.7,-1,-1,-1,-1
1,1,708.1,378.0,125.5,253.1,-1,-1,-1,-1
2,5,1018.6,379.0,163.4,292.3,-1,-1,-1,-1
2,4,1100.9,377.3,135.0,263.9,-1,-1,-1,-1
2,3,984.2,272.5,130.9,353.2,-1,-1,-1,-1
2,2,843.8,278.6,143.1,368.7,-1,-1,-1,-1
2,1,708.1,379.4,125.5,251.8,-1,-1,-1,-1
3,5,1021.3,385.1,160.7,285.5,-1,-1,-1,-1
3,4,1099.6,382.7,135.0,258.5,-1,-1,-1,-1
3,3,980.8,272.5,137.7,351.8,-1,-1,-1,-1
3,2,844.4,281.1,141.8,366.5,-1,-1,-1,-1
3,1,708.8,379.4,126.9,252.5,-1,-1,-1,-1
4,5,1023.3,388.5,159.3,284.2,-1,-1,-1,-1
4,4,1100.9,387.5,132.3,253.8,-1,-1,-1,-1
4,3,977.4,272.9,141.8,352.2,-1,-1,-1,-1
4,2,847.1,282.2,137.7,365.8,-1,-1,-1,-1
4,1,708.8,379.4,131.0,252.5,-1,-1,-1,-1
5,5,1024.7,394.2,156.6,277.4,-1,-1,-1,-1
5,4,1098.2,394.2,136.4,247.0,-1,-1,-1,-1
5,3,967.3,275.6,149.8,349.5,-1,-1,-1,-1
5,2,848.5,285.2,135.0,363.2,-1,-1,-1,-1
5,1,708.8,380.0,131.0,253.8,-1,-1,-1,-1
6,5,1024.7,398.6,155.2,274.7,-1,-1,-1,-1
6,4,1102.3,401.3,132.3,239.6,-1,-1,-1,-1
6,3,957.2,278.6,166.1,345.8,-1,-1,-1,-1
6,2,849.8,287.9,132.3,361.1,-1,-1,-1,-1
6,1,709.4,380.7,130.9,255.2,-1,-1,-1,-1
7,5,1024.7,402.0,153.9,271.3,-1,-1,-1,-1
7,4,1100.2,405.7,135.0,234.9,-1,-1,-1,-1
7,3,964.6,281.3,153.9,342.4,-1,-1,-1,-1
7,2,848.5,289.1,133.7,359.6,-1,-1,-1,-1
7,1,709.4,382.7,129.6,251.8,-1,-1,-1,-1
8,5,1023.3,406.4,155.2,267.3,-1,-1,-1,-1
8,4,1103.0,413.1,132.3,228.8,-1,-1,-1,-1
8,3,968.0,283.0,153.9,341.4,-1,-1,-1,-1
8,2,850.5,285.9,132.3,361.8,-1,-1,-1,-1
8,1,709.4,386.8,125.5,248.4,-1,-1,-1,-1
9,5,1022.0,406.7,156.6,266.6,-1,-1,-1,-1
9,4,1102.3,414.8,132.3,227.5,-1,-1,-1,-1
9,3,965.9,280.0,153.9,343.7,-1,-1,-1,-1
9,2,850.5,283.2,129.6,362.5,-1,-1,-1,-1
9,1,708.8,391.5,125.6,243.0,-1,-1,-1,-1
10,5,1019.3,399.6,159.3,262.6,-1,-1,-1,-1
10,4,1107.0,406.4,125.6,234.9,-1,-1,-1,-1
10,3,959.9,276.2,162.0,348.8,-1,-1,-1,-1
10,2,851.2,274.7,104.0,332.1,-1,-1,-1,-1
10,1,708.8,396.2,125.6,237.6,-1,-1,-1,-1
11,5,1017.9,394.5,159.3,263.9,-1,-1,-1,-1
11,4,1110.4,402.6,120.2,238.3,-1,-1,-1,-1
11,3,952.4,273.2,167.4,344.4,-1,-1,-1,-1
11,2,852.5,273.9,98.5,324.8,-1,-1,-1,-1
11,1,709.4,393.5,125.5,239.6,-1,-1,-1,-1
12,6,848.5,374.6,126.9,273.4,-1,-1,-1,-1
12,5,1017.2,382.7,159.3,276.1,-1,-1,-1,-1
12,4,1107.0,387.1,118.8,253.8,-1,-1,-1,-1
12,3,967.3,269.2,153.9,355.2,-1,-1,-1,-1
12,2,846.5,266.0,122.9,366.5,-1,-1,-1,-1
12,1,708.8,383.4,131.0,247.0,-1,-1,-1,-1
13,6,849.8,377.3,125.6,271.4,-1,-1,-1,-1
13,5,1017.9,376.0,148.5,282.1,-1,-1,-1,-1
13,4,1106.3,379.4,118.8,261.2,-1,-1,-1,-1
13,3,965.9,266.8,157.9,356.9,-1,-1,-1,-1
13,2,845.1,264.1,120.2,346.8,-1,-1,-1,-1
13,1,708.1,377.0,132.3,253.1,-1,-1,-1,-1
14,6,856.6,367.5,116.1,278.8,-1,-1,-1,-1
14,5,1018.6,366.9,126.9,292.3,-1,-1,-1,-1
14,4,1100.9,366.9,124.2,274.1,-1,-1,-1,-1
14,3,971.3,262.9,148.5,360.5,-1,-1,-1,-1
14,2,847.8,262.1,122.8,356.9,-1,-1,-1,-1
